YYYY-MM-DD(DOY),planting_date,harvest_date,yield,used_biomass,irrigation_demand,precipitation,county_name,crop_name,latitude,longitude,date,year
1989-08-17(229),1988258,1989229,9006.946289,0,580,293.375,Yakima,Winter_Wheat,46.15625,-119.34375,1989-08-17,1989
1990-08-04(216),1989258,1990216,8993.737305,0,520,250.025009,Yakima,Winter_Wheat,46.15625,-119.34375,1990-08-04,1990
1991-08-11(223),1990258,1991223,9668.048828,0,580,262.899994,Yakima,Winter_Wheat,46.15625,-119.34375,1991-08-11,1991
1992-07-25(207),1991258,1992207,9063.140625,0,560,287.875,Yakima,Winter_Wheat,46.15625,-119.34375,1992-07-25,1992
1993-08-25(237),1992258,1993237,9585.769531,0,560,336.774994,Yakima,Winter_Wheat,46.15625,-119.34375,1993-08-25,1993
1994-08-10(222),1993258,1994222,8283.287109,0,560,201.900009,Yakima,Winter_Wheat,46.15625,-119.34375,1994-08-10,1994
1995-08-05(217),1994258,1995217,9801.993164,0,500,477.924988,Yakima,Winter_Wheat,46.15625,-119.34375,1995-08-05,1995
1996-08-11(224),1995258,1996224,9753.869141,0,540,432.100006,Yakima,Winter_Wheat,46.15625,-119.34375,1996-08-11,1996
1997-08-20(232),1996258,1997232,8657.152344,0,560,451.149994,Yakima,Winter_Wheat,46.15625,-119.34375,1997-08-20,1997
1998-08-10(222),1997258,1998222,8590.212891,0,500,358.625,Yakima,Winter_Wheat,46.15625,-119.34375,1998-08-10,1998
1999-08-16(228),1998258,1999228,9919.487305,0,600,355.149994,Yakima,Winter_Wheat,46.15625,-119.34375,1999-08-16,1999
2000-08-05(218),1999258,2000218,9829.15918,0,580,301.324982,Yakima,Winter_Wheat,46.15625,-119.34375,2000-08-05,2000
2001-08-16(228),2000258,2001228,8793.276367,0,620,183.599991,Yakima,Winter_Wheat,46.15625,-119.34375,2001-08-16,2001
2002-08-12(224),2001258,2002224,9124.230469,0,580,315.975006,Yakima,Winter_Wheat,46.15625,-119.34375,2002-08-12,2002
2003-08-02(214),2002258,2003214,9222.475586,0,560,333.024994,Yakima,Winter_Wheat,46.15625,-119.34375,2003-08-02,2003
2004-08-03(216),2003258,2004216,9560.928711,0,540,303.649994,Yakima,Winter_Wheat,46.15625,-119.34375,2004-08-03,2004
2005-08-11(223),2004258,2005223,8093.595703,0,540,221.575012,Yakima,Winter_Wheat,46.15625,-119.34375,2005-08-11,2005
2006-08-13(225),2005258,2006225,8569.21582,0,540,478.475006,Yakima,Winter_Wheat,46.15625,-119.34375,2006-08-13,2006
2007-08-16(228),2006258,2007228,8806.671875,0,600,324.899994,Yakima,Winter_Wheat,46.15625,-119.34375,2007-08-16,2007
2008-08-23(236),2007258,2008236,8729.162109,0,580,331.925018,Yakima,Winter_Wheat,46.15625,-119.34375,2008-08-23,2008
2009-08-10(222),2008258,2009222,9131.75,0,540,329.375,Yakima,Winter_Wheat,46.15625,-119.34375,2009-08-10,2009
2010-08-15(227),2009258,2010227,9829.661133,0,520,367.325012,Yakima,Winter_Wheat,46.15625,-119.34375,2010-08-15,2010
2011-08-28(240),2010258,2011240,10166.76074,0,540,433.200012,Yakima,Winter_Wheat,46.15625,-119.34375,2011-08-28,2011
2012-08-18(231),2011258,2012231,9210.589844,0,560,336.875,Yakima,Winter_Wheat,46.15625,-119.34375,2012-08-18,2012
2013-08-01(213),2012258,2013213,9417.492188,0,520,344.100006,Yakima,Winter_Wheat,46.15625,-119.34375,2013-08-01,2013
2014-08-06(218),2013258,2014218,8603.019531,0,580,299.024994,Yakima,Winter_Wheat,46.15625,-119.34375,2014-08-06,2014
2015-07-20(201),2014258,2015201,8786.166016,0,540,319.225006,Yakima,Winter_Wheat,46.15625,-119.34375,2015-07-20,2015
2016-07-30(212),2015258,2016212,9805.155273,0,580,393.125,Yakima,Winter_Wheat,46.15625,-119.34375,2016-07-30,2016
2017-08-07(219),2016258,2017219,8996.376953,0,560,460.025024,Yakima,Winter_Wheat,46.15625,-119.34375,2017-08-07,2017
2018-08-08(220),2017258,2018220,8496.535156,0,580,282.375,Yakima,Winter_Wheat,46.15625,-119.34375,2018-08-08,2018
2019-08-14(226),2018258,2019226,8703.485352,0,560,352.674988,Yakima,Winter_Wheat,46.15625,-119.34375,2019-08-14,2019
1981-07-14(195),1980258,1981195,10114.12988,0,540,168.950012,Yakima,Winter_Wheat,46.21875,-119.34375,1981-07-14,1981
1982-07-28(209),1981258,1982209,8744.84082,0,580,228.699997,Yakima,Winter_Wheat,46.21875,-119.34375,1982-07-28,1982
1983-07-21(202),1982258,1983202,9385.338867,0,560,319.225006,Yakima,Winter_Wheat,46.21875,-119.34375,1983-07-21,1983
1984-07-27(209),1983258,1984209,9338.991211,0,540,250.425018,Yakima,Winter_Wheat,46.21875,-119.34375,1984-07-27,1984
1985-07-29(210),1984258,1985210,6403.857422,0,560,144.300003,Yakima,Winter_Wheat,46.21875,-119.34375,1985-07-29,1985
1986-07-28(209),1985258,1986209,7807.941895,0,580,183.400009,Yakima,Winter_Wheat,46.21875,-119.34375,1986-07-28,1986
1987-07-17(198),1986258,1987198,7429.947266,0,560,166.5,Yakima,Winter_Wheat,46.21875,-119.34375,1987-07-17,1987
1988-07-13(195),1987258,1988195,9202.144531,0,560,160.925003,Yakima,Winter_Wheat,46.21875,-119.34375,1988-07-13,1988
1989-07-27(208),1988258,1989208,7647.078613,0,560,166.300003,Yakima,Winter_Wheat,46.21875,-119.34375,1989-07-27,1989
1990-07-13(194),1989258,1990194,8837.394531,0,580,136.549988,Yakima,Winter_Wheat,46.21875,-119.34375,1990-07-13,1990
1991-07-18(199),1990258,1991199,9775.22168,0,620,161.100006,Yakima,Winter_Wheat,46.21875,-119.34375,1991-07-18,1991
1992-06-27(179),1991258,1992179,7663.435547,0,540,164.474991,Yakima,Winter_Wheat,46.21875,-119.34375,1992-06-27,1992
1993-08-04(216),1992258,1993216,8593.367188,0,580,207.825012,Yakima,Winter_Wheat,46.21875,-119.34375,1993-08-04,1993
1994-07-23(204),1993258,1994204,7381.865234,0,580,125.400009,Yakima,Winter_Wheat,46.21875,-119.34375,1994-07-23,1994
1995-07-13(194),1994258,1995194,9078.742188,0,480,299.075012,Yakima,Winter_Wheat,46.21875,-119.34375,1995-07-13,1995
1996-07-24(206),1995258,1996206,9318.040039,0,540,242.575012,Yakima,Winter_Wheat,46.21875,-119.34375,1996-07-24,1996
1997-08-02(214),1996258,1997214,8372.756836,0,540,283.075012,Yakima,Winter_Wheat,46.21875,-119.34375,1997-08-02,1997
1998-07-14(195),1997258,1998195,9008.208984,0,520,219.175003,Yakima,Winter_Wheat,46.21875,-119.34375,1998-07-14,1998
1999-07-19(200),1998258,1999200,9182.248047,0,640,153.950012,Yakima,Winter_Wheat,46.21875,-119.34375,1999-07-19,1999
2000-07-13(195),1999258,2000195,8874.47168,0,580,167.099991,Yakima,Winter_Wheat,46.21875,-119.34375,2000-07-13,2000
2001-07-25(206),2000258,2001206,7524.19873,0,600,133.599991,Yakima,Winter_Wheat,46.21875,-119.34375,2001-07-25,2001
2002-07-17(198),2001258,2002198,8901.876953,0,560,183.25,Yakima,Winter_Wheat,46.21875,-119.34375,2002-07-17,2002
2003-07-14(195),2002258,2003195,8785.373047,0,520,203.949997,Yakima,Winter_Wheat,46.21875,-119.34375,2003-07-14,2003
2004-07-16(198),2003258,2004198,8867.296875,0,520,190.449997,Yakima,Winter_Wheat,46.21875,-119.34375,2004-07-16,2004
2005-07-18(199),2004258,2005199,8751.025391,0,580,134.825012,Yakima,Winter_Wheat,46.21875,-119.34375,2005-07-18,2005
2006-07-21(202),2005258,2006202,8667.308594,0,500,286.875,Yakima,Winter_Wheat,46.21875,-119.34375,2006-07-21,2006
2007-07-28(209),2006258,2007209,7171.170898,0,580,182.400009,Yakima,Winter_Wheat,46.21875,-119.34375,2007-07-28,2007
2008-07-30(212),2007258,2008212,7501.860352,0,580,169.274994,Yakima,Winter_Wheat,46.21875,-119.34375,2008-07-30,2008
2009-07-20(201),2008258,2009201,8101.087402,0,560,174.675003,Yakima,Winter_Wheat,46.21875,-119.34375,2009-07-20,2009
2010-07-26(207),2009258,2010207,9391.088867,0,540,213.125,Yakima,Winter_Wheat,46.21875,-119.34375,2010-07-26,2010
2011-08-01(213),2010258,2011213,10453.29883,0,600,247.824997,Yakima,Winter_Wheat,46.21875,-119.34375,2011-08-01,2011
2012-07-23(205),2011258,2012205,9194.168945,0,560,192.774994,Yakima,Winter_Wheat,46.21875,-119.34375,2012-07-23,2012
2013-07-10(191),2012258,2013191,8785.373047,0,540,220.225006,Yakima,Winter_Wheat,46.21875,-119.34375,2013-07-10,2013
2014-07-20(201),2013258,2014201,8446.935547,0,640,138.349991,Yakima,Winter_Wheat,46.21875,-119.34375,2014-07-20,2014
2015-07-01(182),2014258,2015182,7944.812012,0,580,174.25,Yakima,Winter_Wheat,46.21875,-119.34375,2015-07-01,2015
2016-07-16(198),2015258,2016198,9094.995117,0,560,231.274994,Yakima,Winter_Wheat,46.21875,-119.34375,2016-07-16,2016
2017-07-24(205),2016258,2017205,8705.839844,0,500,305.75,Yakima,Winter_Wheat,46.21875,-119.34375,2017-07-24,2017
2018-07-24(205),2017258,2018205,7546.969727,0,620,160.925003,Yakima,Winter_Wheat,46.21875,-119.34375,2018-07-24,2018
2019-07-30(211),2018258,2019211,7462.73291,0,580,192.849991,Yakima,Winter_Wheat,46.21875,-119.34375,2019-07-30,2019
